payment_key,payment_id,payment_method,payment_status,payment_provider
1691,PAY-01691,E-Wallet,Paid,Mastercard
1692,PAY-01692,Bank Transfer,Paid,Mandiri
1693,PAY-01693,Credit Card,Paid,Erajaya POS
1694,PAY-01694,Bank Transfer,Paid,BNI
1695,PAY-01695,Cash,Failed,Mandiri
1696,PAY-01696,QRIS,Paid,ShopeePay
1697,PAY-01697,QRIS,Paid,Visa
1698,PAY-01698,Credit Card,Paid,Erajaya POS
1699,PAY-01699,Cash,Paid,GoPay
1700,PAY-01700,Bank Transfer,Paid,BCA
1701,PAY-01701,Credit Card,Paid,Erajaya POS
1702,PAY-01702,E-Wallet,Paid,Visa
1703,PAY-01703,QRIS,Paid,BRI
1704,PAY-01704,Bank Transfer,Paid,ShopeePay
1705,PAY-01705,Bank Transfer,Paid,OVO
1706,PAY-01706,Debit Card,Paid,OVO
1707,PAY-01707,Bank Transfer,Paid,Visa
1708,PAY-01708,Credit Card,Paid,OVO
1709,PAY-01709,Credit Card,Paid,BCA
1710,PAY-01710,Bank Transfer,Paid,BRI
1711,PAY-01711,QRIS,Paid,BCA
1712,PAY-01712,E-Wallet,Paid,Mastercard
1713,PAY-01713,Credit Card,Paid,BNI
1714,PAY-01714,Bank Transfer,Paid,Mastercard
1715,PAY-01715,Cash,Paid,Mandiri
1716,PAY-01716,Debit Card,Paid,OVO
1717,PAY-01717,Credit Card,Pending,Mastercard
1718,PAY-01718,E-Wallet,Paid,BCA
1719,PAY-01719,Bank Transfer,Paid,Mastercard
1720,PAY-01720,Cash,Paid,BCA
1721,PAY-01721,E-Wallet,Paid,BCA
1722,PAY-01722,E-Wallet,Paid,ShopeePay
1723,PAY-01723,Debit Card,Paid,GoPay
1724,PAY-01724,QRIS,Pending,Erajaya POS
1725,PAY-01725,Bank Transfer,Paid,ShopeePay
1726,PAY-01726,Credit Card,Paid,OVO
1727,PAY-01727,E-Wallet,Pending,Visa
1728,PAY-01728,Bank Transfer,Paid,BCA
1729,PAY-01729,Debit Card,Paid,OVO
1730,PAY-01730,Credit Card,Paid,OVO
1731,PAY-01731,Credit Card,Paid,BRI
1732,PAY-01732,Debit Card,Paid,BRI
1733,PAY-01733,QRIS,Paid,ShopeePay
1734,PAY-01734,Bank Transfer,Paid,ShopeePay
1735,PAY-01735,QRIS,Paid,OVO
1736,PAY-01736,E-Wallet,Paid,BCA
1737,PAY-01737,Debit Card,Paid,Erajaya POS
1738,PAY-01738,Cash,Paid,ShopeePay
1739,PAY-01739,Credit Card,Failed,Mastercard
1740,PAY-01740,Debit Card,Paid,GoPay
1741,PAY-01741,QRIS,Paid,ShopeePay
1742,PAY-01742,E-Wallet,Paid,BCA
1743,PAY-01743,Debit Card,Paid,BRI
1744,PAY-01744,QRIS,Paid,OVO
1745,PAY-01745,Debit Card,Paid,BRI
1746,PAY-01746,Bank Transfer,Paid,GoPay
1747,PAY-01747,Credit Card,Paid,OVO
1748,PAY-01748,E-Wallet,Paid,BCA
1749,PAY-01749,Credit Card,Paid,ShopeePay
1750,PAY-01750,Credit Card,Paid,BNI
1751,PAY-01751,Cash,Paid,Visa
1752,PAY-01752,Bank Transfer,Paid,Visa
1753,PAY-01753,Debit Card,Pending,BRI
1754,PAY-01754,Credit Card,Paid,Mandiri
1755,PAY-01755,E-Wallet,Paid,Visa
1756,PAY-01756,Bank Transfer,Paid,Mastercard
1757,PAY-01757,Credit Card,Paid,GoPay
1758,PAY-01758,Credit Card,Paid,OVO
1759,PAY-01759,E-Wallet,Paid,Mandiri
1760,PAY-01760,Cash,Paid,OVO
1761,PAY-01761,Bank Transfer,Paid,Visa
1762,PAY-01762,E-Wallet,Paid,Visa
1763,PAY-01763,E-Wallet,Paid,BRI
1764,PAY-01764,Credit Card,Paid,GoPay
1765,PAY-01765,E-Wallet,Paid,OVO
1766,PAY-01766,Bank Transfer,Paid,Mandiri
1767,PAY-01767,Debit Card,Paid,Mandiri
1768,PAY-01768,QRIS,Paid,BNI
1769,PAY-01769,Bank Transfer,Paid,GoPay
1770,PAY-01770,Bank Transfer,Paid,Erajaya POS
1771,PAY-01771,Credit Card,Paid,Erajaya POS
1772,PAY-01772,QRIS,Pending,ShopeePay
1773,PAY-01773,Credit Card,Paid,Mastercard
1774,PAY-01774,E-Wallet,Paid,Mandiri
1775,PAY-01775,QRIS,Paid,GoPay
1776,PAY-01776,QRIS,Paid,Erajaya POS
1777,PAY-01777,Credit Card,Paid,Mastercard
1778,PAY-01778,Bank Transfer,Paid,Erajaya POS
1779,PAY-01779,Bank Transfer,Paid,GoPay
1780,PAY-01780,E-Wallet,Paid,Mastercard
1781,PAY-01781,QRIS,Paid,Mastercard
1782,PAY-01782,QRIS,Paid,BNI
1783,PAY-01783,Debit Card,Paid,Visa
1784,PAY-01784,Credit Card,Paid,Visa
1785,PAY-01785,Debit Card,Paid,Mastercard
1786,PAY-01786,QRIS,Paid,BNI
1787,PAY-01787,Bank Transfer,Paid,BNI
1788,PAY-01788,Credit Card,Paid,Visa
1789,PAY-01789,QRIS,Paid,BRI
1790,PAY-01790,Bank Transfer,Paid,ShopeePay
1791,PAY-01791,Cash,Paid,Mastercard
1792,PAY-01792,Bank Transfer,Failed,ShopeePay
1793,PAY-01793,E-Wallet,Paid,Mandiri
1794,PAY-01794,QRIS,Paid,Erajaya POS
1795,PAY-01795,Bank Transfer,Paid,ShopeePay
1796,PAY-01796,Credit Card,Paid,Mastercard
1797,PAY-01797,Credit Card,Paid,Visa
1798,PAY-01798,Bank Transfer,Paid,BRI
1799,PAY-01799,E-Wallet,Paid,GoPay
1800,PAY-01800,Credit Card,Paid,BRI
1801,PAY-01801,Bank Transfer,Paid,GoPay
1802,PAY-01802,Credit Card,Paid,Erajaya POS
1803,PAY-01803,Debit Card,Paid,Mastercard
1804,PAY-01804,E-Wallet,Paid,BCA
1805,PAY-01805,Credit Card,Paid,Visa
1806,PAY-01806,Debit Card,Paid,Erajaya POS
1807,PAY-01807,Bank Transfer,Paid,ShopeePay
1808,PAY-01808,Debit Card,Paid,BCA
1809,PAY-01809,E-Wallet,Paid,GoPay
1810,PAY-01810,Credit Card,Paid,OVO
1811,PAY-01811,QRIS,Paid,Mastercard
1812,PAY-01812,Bank Transfer,Paid,GoPay
1813,PAY-01813,E-Wallet,Paid,Mastercard
1814,PAY-01814,Bank Transfer,Paid,BRI
1815,PAY-01815,Cash,Paid,BNI
1816,PAY-01816,QRIS,Paid,BCA
1817,PAY-01817,Credit Card,Paid,BCA
1818,PAY-01818,E-Wallet,Paid,BCA
1819,PAY-01819,QRIS,Paid,Visa
1820,PAY-01820,Debit Card,Paid,BRI
1821,PAY-01821,Debit Card,Paid,Erajaya POS
1822,PAY-01822,QRIS,Paid,Mastercard
1823,PAY-01823,Bank Transfer,Paid,BRI
1824,PAY-01824,Credit Card,Paid,Mandiri
1825,PAY-01825,Credit Card,Paid,BNI
1826,PAY-01826,QRIS,Paid,Mandiri
1827,PAY-01827,Bank Transfer,Paid,Visa
1828,PAY-01828,QRIS,Paid,Mandiri
1829,PAY-01829,Credit Card,Paid,GoPay
1830,PAY-01830,Credit Card,Paid,BRI
1831,PAY-01831,E-Wallet,Paid,GoPay
1832,PAY-01832,Bank Transfer,Paid,Visa
1833,PAY-01833,Bank Transfer,Paid,OVO
1834,PAY-01834,Bank Transfer,Paid,GoPay
1835,PAY-01835,Debit Card,Paid,ShopeePay
1836,PAY-01836,QRIS,Paid,GoPay
1837,PAY-01837,Credit Card,Paid,BNI
1838,PAY-01838,Cash,Paid,Visa
1839,PAY-01839,Bank Transfer,Paid,Visa
1840,PAY-01840,Credit Card,Paid,OVO
1841,PAY-01841,Bank Transfer,Paid,Visa
1842,PAY-01842,Bank Transfer,Paid,BNI
1843,PAY-01843,Debit Card,Paid,OVO
1844,PAY-01844,E-Wallet,Paid,BCA
1845,PAY-01845,Credit Card,Paid,Erajaya POS
1846,PAY-01846,Credit Card,Paid,GoPay
1847,PAY-01847,Bank Transfer,Failed,Visa
1848,PAY-01848,QRIS,Pending,Mastercard
1849,PAY-01849,Credit Card,Paid,BCA
1850,PAY-01850,Debit Card,Paid,ShopeePay
1851,PAY-01851,Credit Card,Paid,BCA
1852,PAY-01852,Debit Card,Paid,Mandiri
1853,PAY-01853,QRIS,Paid,BCA
1854,PAY-01854,Credit Card,Paid,Erajaya POS
1855,PAY-01855,Debit Card,Paid,Mandiri
1856,PAY-01856,Credit Card,Paid,ShopeePay
1857,PAY-01857,Credit Card,Paid,Mandiri
1858,PAY-01858,Debit Card,Paid,Mastercard
1859,PAY-01859,Bank Transfer,Paid,Mastercard
1860,PAY-01860,Credit Card,Paid,BNI
1861,PAY-01861,QRIS,Paid,Visa
1862,PAY-01862,Bank Transfer,Paid,ShopeePay
1863,PAY-01863,Cash,Paid,ShopeePay
1864,PAY-01864,Debit Card,Paid,Mandiri
1865,PAY-01865,QRIS,Pending,OVO
1866,PAY-01866,Debit Card,Paid,OVO
1867,PAY-01867,Bank Transfer,Paid,OVO
1868,PAY-01868,E-Wallet,Paid,OVO
1869,PAY-01869,QRIS,Failed,Mandiri
1870,PAY-01870,Debit Card,Paid,Visa
1871,PAY-01871,Credit Card,Pending,GoPay
1872,PAY-01872,QRIS,Paid,OVO
1873,PAY-01873,Cash,Paid,BRI
1874,PAY-01874,QRIS,Paid,BNI
1875,PAY-01875,Bank Transfer,Paid,ShopeePay
1876,PAY-01876,Cash,Paid,Erajaya POS
1877,PAY-01877,Credit Card,Paid,ShopeePay
1878,PAY-01878,E-Wallet,Paid,GoPay
1879,PAY-01879,E-Wallet,Paid,BRI
1880,PAY-01880,Bank Transfer,Paid,Mandiri
1881,PAY-01881,E-Wallet,Paid,GoPay
1882,PAY-01882,Bank Transfer,Paid,Mandiri
1883,PAY-01883,QRIS,Paid,OVO
1884,PAY-01884,Credit Card,Pending,BNI
1885,PAY-01885,QRIS,Pending,Visa
1886,PAY-01886,Debit Card,Paid,Mandiri
1887,PAY-01887,Credit Card,Paid,Mastercard
1888,PAY-01888,Cash,Pending,BRI
1889,PAY-01889,E-Wallet,Paid,Mandiri
1890,PAY-01890,Debit Card,Paid,GoPay
1891,PAY-01891,Bank Transfer,Paid,GoPay
1892,PAY-01892,E-Wallet,Paid,BCA
1893,PAY-01893,E-Wallet,Paid,BNI
1894,PAY-01894,Debit Card,Paid,Mastercard
1895,PAY-01895,E-Wallet,Paid,Mastercard
1896,PAY-01896,Debit Card,Paid,OVO
1897,PAY-01897,Debit Card,Paid,Visa
1898,PAY-01898,Debit Card,Paid,GoPay
1899,PAY-01899,E-Wallet,Paid,BCA
1900,PAY-01900,Credit Card,Paid,ShopeePay
1901,PAY-01901,QRIS,Paid,BCA
1902,PAY-01902,Credit Card,Paid,Erajaya POS
1903,PAY-01903,E-Wallet,Paid,OVO
1904,PAY-01904,Credit Card,Paid,Mandiri
1905,PAY-01905,Bank Transfer,Paid,BCA
1906,PAY-01906,Credit Card,Paid,ShopeePay
1907,PAY-01907,Bank Transfer,Paid,ShopeePay
1908,PAY-01908,Debit Card,Paid,Visa
1909,PAY-01909,QRIS,Paid,BCA
1910,PAY-01910,QRIS,Paid,Visa
1911,PAY-01911,QRIS,Paid,BRI
1912,PAY-01912,Credit Card,Paid,OVO
1913,PAY-01913,Credit Card,Paid,Erajaya POS
1914,PAY-01914,QRIS,Paid,BCA
1915,PAY-01915,Debit Card,Paid,Erajaya POS
1916,PAY-01916,Credit Card,Paid,BCA
1917,PAY-01917,Bank Transfer,Paid,BRI
1918,PAY-01918,E-Wallet,Paid,ShopeePay
1919,PAY-01919,Credit Card,Failed,ShopeePay
1920,PAY-01920,QRIS,Paid,OVO
1921,PAY-01921,E-Wallet,Paid,OVO
1922,PAY-01922,Debit Card,Paid,Erajaya POS
1923,PAY-01923,Bank Transfer,Paid,Mastercard
1924,PAY-01924,Cash,Paid,OVO
1925,PAY-01925,QRIS,Paid,Visa
1926,PAY-01926,QRIS,Paid,ShopeePay
1927,PAY-01927,Cash,Paid,Mastercard
1928,PAY-01928,E-Wallet,Paid,BCA
1929,PAY-01929,E-Wallet,Paid,ShopeePay
1930,PAY-01930,E-Wallet,Paid,OVO
1931,PAY-01931,Bank Transfer,Paid,BRI
1932,PAY-01932,Credit Card,Paid,Mandiri
1933,PAY-01933,Debit Card,Paid,Mandiri
1934,PAY-01934,Cash,Paid,Erajaya POS
1935,PAY-01935,QRIS,Paid,ShopeePay
1936,PAY-01936,Bank Transfer,Paid,Mastercard
1937,PAY-01937,QRIS,Paid,OVO
1938,PAY-01938,E-Wallet,Paid,BNI
1939,PAY-01939,Credit Card,Paid,GoPay
1940,PAY-01940,Debit Card,Paid,Erajaya POS
1941,PAY-01941,Credit Card,Paid,BRI
1942,PAY-01942,Credit Card,Paid,BRI
1943,PAY-01943,Debit Card,Paid,BNI
1944,PAY-01944,Credit Card,Paid,GoPay
1945,PAY-01945,Credit Card,Paid,BNI
1946,PAY-01946,Credit Card,Paid,GoPay
1947,PAY-01947,E-Wallet,Paid,BRI
1948,PAY-01948,Debit Card,Refunded,OVO
1949,PAY-01949,Credit Card,Paid,Mandiri
1950,PAY-01950,Credit Card,Paid,BRI
1951,PAY-01951,E-Wallet,Paid,BCA
1952,PAY-01952,QRIS,Paid,BCA
1953,PAY-01953,QRIS,Paid,Visa
1954,PAY-01954,Bank Transfer,Paid,Visa
1955,PAY-01955,E-Wallet,Refunded,Erajaya POS
1956,PAY-01956,Debit Card,Paid,Mastercard
1957,PAY-01957,Cash,Paid,BRI
1958,PAY-01958,E-Wallet,Paid,GoPay
1959,PAY-01959,QRIS,Paid,Erajaya POS
1960,PAY-01960,Credit Card,Failed,BRI
1961,PAY-01961,QRIS,Pending,BCA
1962,PAY-01962,Cash,Paid,BRI
1963,PAY-01963,Bank Transfer,Paid,Erajaya POS
1964,PAY-01964,E-Wallet,Paid,OVO
1965,PAY-01965,QRIS,Paid,ShopeePay
1966,PAY-01966,Cash,Paid,Visa
1967,PAY-01967,Credit Card,Paid,ShopeePay
1968,PAY-01968,Debit Card,Failed,BNI
1969,PAY-01969,Cash,Paid,BNI
1970,PAY-01970,Bank Transfer,Paid,Erajaya POS
1971,PAY-01971,QRIS,Paid,GoPay
1972,PAY-01972,Credit Card,Paid,BRI
1973,PAY-01973,Credit Card,Pending,BNI
1974,PAY-01974,QRIS,Paid,BNI
1975,PAY-01975,Bank Transfer,Paid,Mandiri
1976,PAY-01976,E-Wallet,Paid,Visa
1977,PAY-01977,Credit Card,Paid,BNI
1978,PAY-01978,Credit Card,Paid,BNI
1979,PAY-01979,QRIS,Paid,Mastercard
1980,PAY-01980,Bank Transfer,Paid,BCA
1981,PAY-01981,QRIS,Paid,BNI
1982,PAY-01982,QRIS,Paid,BNI
1983,PAY-01983,Bank Transfer,Paid,BNI
1984,PAY-01984,E-Wallet,Paid,BCA
1985,PAY-01985,QRIS,Paid,Mandiri
1986,PAY-01986,Bank Transfer,Paid,BNI
1987,PAY-01987,Debit Card,Paid,OVO
1988,PAY-01988,E-Wallet,Paid,ShopeePay
1989,PAY-01989,Credit Card,Paid,OVO
1990,PAY-01990,Debit Card,Paid,BNI
1991,PAY-01991,E-Wallet,Paid,BCA
1992,PAY-01992,Debit Card,Paid,Mandiri
1993,PAY-01993,Credit Card,Paid,ShopeePay
1994,PAY-01994,QRIS,Paid,GoPay
1995,PAY-01995,Credit Card,Paid,BRI
1996,PAY-01996,E-Wallet,Paid,Erajaya POS
1997,PAY-01997,Debit Card,Paid,BRI
1998,PAY-01998,Bank Transfer,Paid,OVO
1999,PAY-01999,Cash,Paid,Erajaya POS
2000,PAY-02000,QRIS,Paid,ShopeePay
