payment_id,payment_method,payment_status,payment_provider,paid_amount
PAY-01477,Credit Card,Paid,BCA,24757030.0
PAY-01478,Debit Card,Failed,OVO,42897250.0
PAY-01479,QRIS,Paid,GoPay,14848030.0
PAY-01480,E-Wallet,Paid,OVO,22995000.0
PAY-01481,E-Wallet,Paid,Erajaya POS,7278000.0
PAY-01482,Debit Card,Paid,OVO,11797050.0
PAY-01483,Credit Card,Paid,OVO,2999000.0
PAY-01484,E-Wallet,Paid,Mandiri,5548150.0
PAY-01485,QRIS,Paid,GoPay,8777050.0
PAY-01486,Bank Transfer,Paid,Erajaya POS,33897000.0
PAY-01487,Credit Card,Paid,Mastercard,16798000.0
PAY-01488,QRIS,Paid,BNI,32197000.0
PAY-01489,Bank Transfer,Paid,Visa,9498000.0
PAY-01490,Cash,Paid,GoPay,18498000.0
PAY-01491,QRIS,Paid,Erajaya POS,2897000.0
PAY-01492,QRIS,Paid,Mandiri,32796000.0
PAY-01493,QRIS,Paid,BNI,62771250.0
PAY-01494,Bank Transfer,Paid,BCA,16697050.0
PAY-01495,Debit Card,Paid,Erajaya POS,46065230.0
PAY-01496,QRIS,Paid,Erajaya POS,46497000.0
PAY-01497,Debit Card,Paid,GoPay,26293000.0
PAY-01498,Debit Card,Failed,BCA,16089160.0
PAY-01499,Credit Card,Paid,Mandiri,47826100.0
PAY-01500,Debit Card,Paid,OVO,37397100.0
PAY-01501,Credit Card,Paid,Mastercard,1599000.0
PAY-01502,Debit Card,Paid,Visa,13599000.0
PAY-01503,Debit Card,Paid,BRI,8484030.0
PAY-01504,Cash,Paid,Visa,14997050.0
PAY-01505,QRIS,Paid,BCA,26954080.0
PAY-01506,Credit Card,Paid,Visa,75165180.0
PAY-01507,QRIS,Paid,BRI,30350230.0
PAY-01508,Credit Card,Paid,ShopeePay,28074000.0
PAY-01509,QRIS,Paid,BCA,89316080.0
PAY-01510,QRIS,Paid,Mandiri,31641050.0
PAY-01511,E-Wallet,Paid,Mastercard,35454240.0
PAY-01512,QRIS,Paid,OVO,45997000.0
PAY-01513,Debit Card,Paid,ShopeePay,22866050.0
PAY-01514,QRIS,Paid,Visa,2846100.0
PAY-01515,Cash,Paid,BNI,11136170.0
PAY-01516,Credit Card,Paid,GoPay,19247140.0
PAY-01517,Debit Card,Paid,Mastercard,22598000.0
PAY-01518,Credit Card,Paid,Erajaya POS,12478080.0
PAY-01519,QRIS,Paid,BNI,43496000.0
PAY-01520,Bank Transfer,Paid,GoPay,77134060.0
PAY-01521,E-Wallet,Pending,GoPay,57477160.0
PAY-01522,E-Wallet,Paid,BNI,18298000.0
PAY-01523,Cash,Paid,Visa,9198100.0
PAY-01524,QRIS,Paid,Mastercard,20426130.0
PAY-01525,Bank Transfer,Paid,Visa,38895000.0
PAY-01526,QRIS,Paid,Visa,20499000.0
PAY-01527,Credit Card,Paid,Visa,38997000.0
PAY-01528,QRIS,Paid,Mastercard,21498000.0
PAY-01529,Bank Transfer,Paid,BCA,17117050.0
PAY-01530,Bank Transfer,Paid,ShopeePay,11498000.0
PAY-01531,QRIS,Paid,GoPay,27229240.0
PAY-01532,Debit Card,Paid,GoPay,12458080.0
PAY-01533,Bank Transfer,Paid,BNI,9557000.0
PAY-01534,Bank Transfer,Paid,BCA,18197120.0
PAY-01535,E-Wallet,Paid,BRI,19697000.0
PAY-01536,Credit Card,Paid,BCA,24998000.0
PAY-01537,Credit Card,Paid,BNI,30198050.0
PAY-01538,QRIS,Paid,ShopeePay,26518030.0
PAY-01539,E-Wallet,Refunded,BNI,20598000.0
PAY-01540,Cash,Paid,GoPay,21495300.0
PAY-01541,Bank Transfer,Paid,Erajaya POS,28077120.0
PAY-01542,Cash,Paid,Mastercard,34116100.0
PAY-01543,QRIS,Paid,BNI,6499000.0
PAY-01544,Credit Card,Paid,GoPay,18198050.0
PAY-01545,E-Wallet,Paid,BNI,19867130.0
PAY-01546,E-Wallet,Paid,BCA,8438100.0
PAY-01547,QRIS,Paid,Erajaya POS,6599120.0
PAY-01548,Credit Card,Paid,BRI,30252130.0
PAY-01549,QRIS,Paid,Visa,33496000.0
PAY-01550,Bank Transfer,Paid,Visa,26497000.0
PAY-01551,E-Wallet,Paid,Visa,17479080.0
PAY-01552,Credit Card,Paid,BRI,18497000.0
PAY-01553,E-Wallet,Paid,Mastercard,11027000.0
PAY-01554,Credit Card,Paid,ShopeePay,51592000.0
PAY-01555,Credit Card,Paid,BRI,10449050.0
PAY-01556,E-Wallet,Paid,GoPay,4049100.0
PAY-01557,QRIS,Paid,BNI,18722660.0
PAY-01558,E-Wallet,Paid,Mandiri,7518150.0
PAY-01559,Bank Transfer,Paid,BRI,25498000.0
PAY-01560,Credit Card,Paid,GoPay,26498000.0
PAY-01561,Debit Card,Paid,ShopeePay,499000.0
PAY-01562,Cash,Paid,Mastercard,4699000.0
PAY-01563,Bank Transfer,Paid,BNI,45095210.0
PAY-01564,QRIS,Paid,BRI,26606050.0
PAY-01565,Bank Transfer,Paid,Visa,27473050.0
PAY-01566,QRIS,Paid,Visa,16197000.0
PAY-01567,Debit Card,Paid,Mastercard,14278000.0
PAY-01568,Debit Card,Paid,ShopeePay,6798000.0
PAY-01569,QRIS,Paid,GoPay,32365270.0
PAY-01570,Debit Card,Paid,ShopeePay,32197000.0
PAY-01571,Bank Transfer,Paid,Erajaya POS,32596000.0
PAY-01572,Bank Transfer,Paid,Mastercard,36698100.0
PAY-01573,Credit Card,Paid,ShopeePay,20196000.0
PAY-01574,Cash,Paid,Erajaya POS,15598000.0
PAY-01575,QRIS,Paid,GoPay,38446250.0
PAY-01576,Cash,Paid,BNI,23896000.0
PAY-01577,E-Wallet,Paid,Erajaya POS,23997000.0
PAY-01578,Bank Transfer,Paid,Mandiri,5499000.0
PAY-01579,Credit Card,Paid,Erajaya POS,40997000.0
PAY-01580,E-Wallet,Paid,BRI,8662030.0
PAY-01581,Cash,Paid,Erajaya POS,15297000.0
PAY-01582,Debit Card,Paid,Visa,9889600.0
PAY-01583,Cash,Paid,Erajaya POS,11892030.0
PAY-01584,QRIS,Paid,Visa,35997000.0
PAY-01585,Credit Card,Paid,Visa,47068080.0
PAY-01586,Credit Card,Paid,BCA,9573030.0
PAY-01587,QRIS,Pending,ShopeePay,11023050.0
PAY-01588,Bank Transfer,Paid,GoPay,10714030.0
PAY-01589,QRIS,Pending,Erajaya POS,9999000.0
PAY-01590,Credit Card,Paid,BCA,25813080.0
PAY-01591,Debit Card,Paid,Erajaya POS,4999000.0
PAY-01592,Credit Card,Paid,BNI,16378050.0
PAY-01593,Credit Card,Paid,OVO,1103080.0
PAY-01594,Credit Card,Paid,Mastercard,20996000.0
PAY-01595,Credit Card,Refunded,Visa,37631150.0
PAY-01596,E-Wallet,Paid,BRI,30008050.0
PAY-01597,QRIS,Paid,Mastercard,21955270.0
PAY-01598,Debit Card,Paid,Erajaya POS,42318080.0
PAY-01599,Cash,Paid,OVO,18997000.0
PAY-01600,E-Wallet,Pending,BRI,10498000.0
PAY-01601,E-Wallet,Paid,BCA,6517060.0
PAY-01602,Bank Transfer,Paid,Visa,24998000.0
PAY-01603,E-Wallet,Failed,Mastercard,23496000.0
PAY-01604,Credit Card,Paid,Mandiri,51797000.0
PAY-01605,Cash,Paid,GoPay,26123030.0
PAY-01606,E-Wallet,Paid,BCA,94590320.0
PAY-01607,Cash,Paid,Mandiri,17499000.0
PAY-01608,Bank Transfer,Paid,ShopeePay,6196000.0
PAY-01609,E-Wallet,Paid,BRI,25497300.0
PAY-01610,E-Wallet,Paid,BRI,594150.0
PAY-01611,Credit Card,Pending,Mandiri,23162050.0
PAY-01612,Bank Transfer,Paid,BNI,16698000.0
PAY-01613,Bank Transfer,Paid,BCA,16473270.0
PAY-01614,Credit Card,Paid,GoPay,23673050.0
PAY-01615,Debit Card,Paid,BCA,1398000.0
PAY-01616,QRIS,Paid,GoPay,37496060.0
PAY-01617,Debit Card,Paid,BCA,11958120.0
PAY-01618,Bank Transfer,Paid,Erajaya POS,6878120.0
PAY-01619,Bank Transfer,Paid,Visa,16999000.0
PAY-01620,QRIS,Paid,BNI,11797000.0
PAY-01621,Cash,Paid,OVO,22727100.0
PAY-01622,Credit Card,Paid,Visa,35998000.0
PAY-01623,E-Wallet,Paid,Visa,27413030.0
PAY-01624,QRIS,Pending,Mastercard,31137080.0
PAY-01625,Credit Card,Paid,Mandiri,54854160.0
PAY-01626,Credit Card,Paid,ShopeePay,7278130.0
PAY-01627,Bank Transfer,Paid,Mastercard,35812310.0
PAY-01628,Debit Card,Paid,BNI,19690130.0
PAY-01629,Cash,Paid,GoPay,38946060.0
PAY-01630,Credit Card,Refunded,Visa,1599000.0
PAY-01631,QRIS,Paid,Erajaya POS,34771030.0
PAY-01632,QRIS,Paid,Mastercard,36596000.0
PAY-01633,Bank Transfer,Paid,Mandiri,21097100.0
PAY-01634,E-Wallet,Paid,GoPay,10026330.0
PAY-01635,E-Wallet,Paid,Erajaya POS,5397000.0
PAY-01636,Debit Card,Paid,BCA,14548060.0
PAY-01637,Debit Card,Paid,BNI,16297000.0
PAY-01638,Credit Card,Paid,Mastercard,21378030.0
PAY-01639,Cash,Paid,Visa,13775130.0
PAY-01640,Debit Card,Paid,Mandiri,1138100.0
PAY-01641,Credit Card,Paid,OVO,23499000.0
PAY-01642,E-Wallet,Paid,ShopeePay,16698000.0
PAY-01643,E-Wallet,Paid,OVO,15298000.0
PAY-01644,QRIS,Paid,Mastercard,13499000.0
PAY-01645,Credit Card,Paid,Erajaya POS,8098000.0
PAY-01646,Debit Card,Paid,GoPay,19298000.0
PAY-01647,Bank Transfer,Paid,BRI,19920100.0
PAY-01648,Bank Transfer,Paid,Mastercard,11998000.0
PAY-01649,Credit Card,Paid,GoPay,7497000.0
PAY-01650,E-Wallet,Paid,Mastercard,29197050.0
PAY-01651,Credit Card,Refunded,BNI,7698000.0
PAY-01652,E-Wallet,Failed,ShopeePay,51079190.0
PAY-01653,QRIS,Paid,Erajaya POS,31517080.0
PAY-01654,Bank Transfer,Paid,Visa,84269050.0
PAY-01655,Credit Card,Paid,GoPay,22998000.0
PAY-01656,Cash,Refunded,GoPay,19799100.0
PAY-01657,Bank Transfer,Pending,OVO,2999000.0
PAY-01658,QRIS,Paid,Erajaya POS,33140030.0
PAY-01659,Debit Card,Paid,BRI,3997000.0
PAY-01660,E-Wallet,Paid,Visa,21173050.0
PAY-01661,Debit Card,Paid,Erajaya POS,20396000.0
PAY-01662,QRIS,Paid,Visa,77272110.0
PAY-01663,Credit Card,Paid,Mastercard,7079060.0
PAY-01664,Debit Card,Paid,Erajaya POS,6386030.0
PAY-01665,Cash,Refunded,Mastercard,20498000.0
PAY-01666,Credit Card,Paid,Visa,18898000.0
PAY-01667,Credit Card,Paid,Erajaya POS,20498000.0
PAY-01668,Bank Transfer,Paid,Visa,12522200.0
PAY-01669,Cash,Paid,Erajaya POS,14597000.0
PAY-01670,Cash,Paid,BNI,21047050.0
PAY-01671,QRIS,Paid,BRI,40895000.0
PAY-01672,Cash,Paid,Mandiri,20499000.0
PAY-01673,Cash,Paid,BCA,64997000.0
PAY-01674,QRIS,Paid,Erajaya POS,20999000.0
PAY-01675,Cash,Paid,GoPay,53921050.0
PAY-01676,Credit Card,Paid,Mandiri,15413120.0
PAY-01677,QRIS,Paid,GoPay,43497000.0
PAY-01678,Bank Transfer,Paid,BNI,5997000.0
PAY-01679,Credit Card,Paid,OVO,25096000.0
PAY-01680,QRIS,Paid,Visa,48875000.0
PAY-01681,QRIS,Paid,ShopeePay,1199000.0
PAY-01682,E-Wallet,Paid,ShopeePay,8163080.0
PAY-01683,Bank Transfer,Paid,BCA,21271050.0
PAY-01684,Debit Card,Paid,BRI,31097000.0
PAY-01685,Bank Transfer,Paid,Mandiri,12438080.0
PAY-01686,QRIS,Paid,Mandiri,13938120.0
PAY-01687,E-Wallet,Paid,OVO,3499000.0
PAY-01688,Credit Card,Paid,Mandiri,339150.0
PAY-01689,E-Wallet,Paid,BRI,9074080.0
PAY-01690,Credit Card,Pending,ShopeePay,31793000.0
PAY-01691,E-Wallet,Paid,Mastercard,12498000.0
PAY-01692,Bank Transfer,Paid,Mandiri,45997000.0
PAY-01693,Credit Card,Paid,Erajaya POS,14497000.0
PAY-01694,Bank Transfer,Paid,BNI,11907030.0
PAY-01695,Cash,Failed,Mandiri,24053130.0
PAY-01696,QRIS,Paid,ShopeePay,31522150.0
PAY-01697,QRIS,Paid,Visa,7298000.0
PAY-01698,Credit Card,Paid,Erajaya POS,6174050.0
PAY-01699,Cash,Paid,GoPay,4198000.0
PAY-01700,Bank Transfer,Paid,BCA,41373240.0
PAY-01701,Credit Card,Paid,Erajaya POS,499000.0
PAY-01702,E-Wallet,Paid,Visa,30214300.0
PAY-01703,QRIS,Paid,BRI,15033080.0
PAY-01704,Bank Transfer,Paid,ShopeePay,4749050.0
PAY-01705,Bank Transfer,Paid,OVO,17996000.0
PAY-01706,Debit Card,Paid,OVO,68874110.0
PAY-01707,Bank Transfer,Paid,Visa,27498000.0
PAY-01708,Credit Card,Paid,OVO,39579110.0
PAY-01709,Credit Card,Paid,BCA,5999000.0
PAY-01710,Bank Transfer,Paid,BRI,4499000.0
PAY-01711,QRIS,Paid,BCA,2249100.0
PAY-01712,E-Wallet,Paid,Mastercard,9798000.0
PAY-01713,Credit Card,Paid,BNI,17198000.0
PAY-01714,Bank Transfer,Paid,Mastercard,9961050.0
PAY-01715,Cash,Paid,Mandiri,7066050.0
PAY-01716,Debit Card,Paid,OVO,22958080.0
PAY-01717,Credit Card,Pending,Mastercard,15622270.0
PAY-01718,E-Wallet,Paid,BCA,38117080.0
PAY-01719,Bank Transfer,Paid,Mastercard,26578080.0
PAY-01720,Cash,Paid,BCA,28794050.0
PAY-01721,E-Wallet,Paid,BCA,26896000.0
PAY-01722,E-Wallet,Paid,ShopeePay,16598000.0
PAY-01723,Debit Card,Paid,GoPay,6998000.0
PAY-01724,QRIS,Pending,Erajaya POS,31465100.0
PAY-01725,Bank Transfer,Paid,ShopeePay,16972050.0
PAY-01726,Credit Card,Paid,OVO,33893180.0
PAY-01727,E-Wallet,Pending,Visa,25497000.0
PAY-01728,Bank Transfer,Paid,BCA,44617180.0
PAY-01729,Debit Card,Paid,OVO,29713240.0
PAY-01730,Credit Card,Paid,OVO,32508080.0
PAY-01731,Credit Card,Paid,BRI,6327050.0
PAY-01732,Debit Card,Paid,BRI,18997000.0
PAY-01733,QRIS,Paid,ShopeePay,9597000.0
PAY-01734,Bank Transfer,Paid,ShopeePay,40775160.0
PAY-01735,QRIS,Paid,OVO,27077160.0
PAY-01736,E-Wallet,Paid,BCA,14998000.0
PAY-01737,Debit Card,Paid,Erajaya POS,1398000.0
PAY-01738,Cash,Paid,ShopeePay,57394000.0
PAY-01739,Credit Card,Failed,Mastercard,3778000.0
PAY-01740,Debit Card,Paid,GoPay,87333600.0
PAY-01741,QRIS,Paid,ShopeePay,22698000.0
PAY-01742,E-Wallet,Paid,BCA,5999000.0
PAY-01743,Debit Card,Paid,BRI,4999000.0
PAY-01744,QRIS,Paid,OVO,86496000.0
PAY-01745,Debit Card,Paid,BRI,27034100.0
PAY-01746,Bank Transfer,Paid,GoPay,37774100.0
PAY-01747,Credit Card,Paid,OVO,73595100.0
PAY-01748,E-Wallet,Paid,BCA,6999000.0
PAY-01749,Credit Card,Paid,ShopeePay,24516050.0
PAY-01750,Credit Card,Paid,BNI,97493000.0
PAY-01751,Cash,Paid,Visa,67836120.0
PAY-01752,Bank Transfer,Paid,Visa,28997000.0
PAY-01753,Debit Card,Pending,BRI,15718080.0
PAY-01754,Credit Card,Paid,Mandiri,24676080.0
PAY-01755,E-Wallet,Paid,Visa,15999000.0
PAY-01756,Bank Transfer,Paid,Mastercard,43997000.0
PAY-01757,Credit Card,Paid,GoPay,5519080.0
PAY-01758,Credit Card,Paid,OVO,39894000.0
PAY-01759,E-Wallet,Paid,Mandiri,6999000.0
PAY-01760,Cash,Paid,OVO,12236240.0
PAY-01761,Bank Transfer,Paid,Visa,5902120.0
PAY-01762,E-Wallet,Paid,Visa,23298000.0
PAY-01763,E-Wallet,Paid,BRI,1887300.0
PAY-01764,Credit Card,Paid,GoPay,23497000.0
PAY-01765,E-Wallet,Paid,OVO,19148100.0
PAY-01766,Bank Transfer,Paid,Mandiri,38097100.0
PAY-01767,Debit Card,Paid,Mandiri,32622050.0
PAY-01768,QRIS,Paid,BNI,22798100.0
PAY-01769,Bank Transfer,Paid,GoPay,5979080.0
PAY-01770,Bank Transfer,Paid,Erajaya POS,43998000.0
PAY-01771,Credit Card,Paid,Erajaya POS,14498000.0
PAY-01772,QRIS,Pending,ShopeePay,29498000.0
PAY-01773,Credit Card,Paid,Mastercard,63565210.0
PAY-01774,E-Wallet,Paid,Mandiri,18470080.0
PAY-01775,QRIS,Paid,GoPay,17328050.0
PAY-01776,QRIS,Paid,Erajaya POS,20378080.0
PAY-01777,Credit Card,Paid,Mastercard,30997000.0
PAY-01778,Bank Transfer,Paid,Erajaya POS,19623050.0
PAY-01779,Bank Transfer,Paid,GoPay,1815550.0
PAY-01780,E-Wallet,Paid,Mastercard,34198200.0
PAY-01781,QRIS,Paid,Mastercard,33494000.0
PAY-01782,QRIS,Paid,BNI,1399000.0
PAY-01783,Debit Card,Paid,Visa,17498000.0
PAY-01784,Credit Card,Paid,Visa,21638080.0
PAY-01785,Debit Card,Paid,Mastercard,38762030.0
PAY-01786,QRIS,Paid,BNI,17647050.0
PAY-01787,Bank Transfer,Paid,BNI,11897000.0
PAY-01788,Credit Card,Paid,Visa,3731030.0
PAY-01789,QRIS,Paid,BRI,24436280.0
PAY-01790,Bank Transfer,Paid,ShopeePay,20178080.0
PAY-01791,Cash,Paid,Mastercard,62493000.0
PAY-01792,Bank Transfer,Failed,ShopeePay,10999000.0
PAY-01793,E-Wallet,Paid,Mandiri,38541030.0
PAY-01794,QRIS,Paid,Erajaya POS,1889100.0
PAY-01795,Bank Transfer,Paid,ShopeePay,21772080.0
PAY-01796,Credit Card,Paid,Mastercard,699000.0
PAY-01797,Credit Card,Paid,Visa,20988030.0
PAY-01798,Bank Transfer,Paid,BRI,23498000.0
PAY-01799,E-Wallet,Paid,GoPay,14194000.0
PAY-01800,Credit Card,Paid,BRI,47305150.0
PAY-01801,Bank Transfer,Paid,GoPay,11498000.0
PAY-01802,Credit Card,Paid,Erajaya POS,42595080.0
PAY-01803,Debit Card,Paid,Mastercard,25174000.0
PAY-01804,E-Wallet,Paid,BCA,19396000.0
PAY-01805,Credit Card,Paid,Visa,12998000.0
PAY-01806,Debit Card,Paid,Erajaya POS,29563000.0
PAY-01807,Bank Transfer,Paid,ShopeePay,15698000.0
PAY-01808,Debit Card,Paid,BCA,28497000.0
PAY-01809,E-Wallet,Paid,GoPay,23197000.0
PAY-01810,Credit Card,Paid,OVO,30057000.0
PAY-01811,QRIS,Paid,Mastercard,24248180.0
PAY-01812,Bank Transfer,Paid,GoPay,2298000.0
PAY-01813,E-Wallet,Paid,Mastercard,28096080.0
PAY-01814,Bank Transfer,Paid,BRI,10298080.0
PAY-01815,Cash,Paid,BNI,18898000.0
PAY-01816,QRIS,Paid,BCA,22316100.0
PAY-01817,Credit Card,Paid,BCA,8999000.0
PAY-01818,E-Wallet,Paid,BCA,18872110.0
PAY-01819,QRIS,Paid,Visa,6400060.0
PAY-01820,Debit Card,Paid,BRI,18897100.0
PAY-01821,Debit Card,Paid,Erajaya POS,3036100.0
PAY-01822,QRIS,Paid,Mastercard,23499000.0
PAY-01823,Bank Transfer,Paid,BRI,31796100.0
PAY-01824,Credit Card,Paid,Mandiri,37998000.0
PAY-01825,Credit Card,Paid,BNI,10318050.0
PAY-01826,QRIS,Paid,Mandiri,40546300.0
PAY-01827,Bank Transfer,Paid,Visa,16978080.0
PAY-01828,QRIS,Paid,Mandiri,22308060.0
PAY-01829,Credit Card,Paid,GoPay,57596000.0
PAY-01830,Credit Card,Paid,BRI,34218290.0
PAY-01831,E-Wallet,Paid,GoPay,13036050.0
PAY-01832,Bank Transfer,Paid,Visa,19677080.0
PAY-01833,Bank Transfer,Paid,OVO,5519080.0
PAY-01834,Bank Transfer,Paid,GoPay,17377110.0
PAY-01835,Debit Card,Paid,ShopeePay,7358160.0
PAY-01836,QRIS,Paid,GoPay,2999000.0
PAY-01837,Credit Card,Paid,BNI,6749100.0
PAY-01838,Cash,Paid,Visa,8103030.0
PAY-01839,Bank Transfer,Paid,Visa,22944000.0
PAY-01840,Credit Card,Paid,OVO,20646190.0
PAY-01841,Bank Transfer,Paid,Visa,23796000.0
PAY-01842,Bank Transfer,Paid,BNI,359100.0
PAY-01843,Debit Card,Paid,OVO,11153060.0
PAY-01844,E-Wallet,Paid,BCA,89495000.0
PAY-01845,Credit Card,Paid,Erajaya POS,35395050.0
PAY-01846,Credit Card,Paid,GoPay,46695080.0
PAY-01847,Bank Transfer,Failed,Visa,29095000.0
PAY-01848,QRIS,Pending,Mastercard,39816060.0
PAY-01849,Credit Card,Paid,BCA,55545090.0
PAY-01850,Debit Card,Paid,ShopeePay,6198000.0
PAY-01851,Credit Card,Paid,BCA,17596000.0
PAY-01852,Debit Card,Paid,Mandiri,26998000.0
PAY-01853,QRIS,Paid,BCA,15999000.0
PAY-01854,Credit Card,Paid,Erajaya POS,12598000.0
PAY-01855,Debit Card,Paid,Mandiri,33642080.0
PAY-01856,Credit Card,Paid,ShopeePay,27453130.0
PAY-01857,Credit Card,Paid,Mandiri,29994000.0
PAY-01858,Debit Card,Paid,Mastercard,15999000.0
PAY-01859,Bank Transfer,Paid,Mastercard,35498000.0
PAY-01860,Credit Card,Paid,BNI,19697050.0
PAY-01861,QRIS,Paid,Visa,18897000.0
PAY-01862,Bank Transfer,Paid,ShopeePay,4999000.0
PAY-01863,Cash,Paid,ShopeePay,54997000.0
PAY-01864,Debit Card,Paid,Mandiri,43896000.0
PAY-01865,QRIS,Pending,OVO,20999000.0
PAY-01866,Debit Card,Paid,OVO,19996000.0
PAY-01867,Bank Transfer,Paid,OVO,22996000.0
PAY-01868,E-Wallet,Paid,OVO,27498000.0
PAY-01869,QRIS,Failed,Mandiri,26298000.0
PAY-01870,Debit Card,Paid,Visa,10997000.0
PAY-01871,Credit Card,Pending,GoPay,24996000.0
PAY-01872,QRIS,Paid,OVO,1199000.0
PAY-01873,Cash,Paid,BRI,9498000.0
PAY-01874,QRIS,Paid,BNI,8097300.0
PAY-01875,Bank Transfer,Paid,ShopeePay,10998000.0
PAY-01876,Cash,Paid,Erajaya POS,16498000.0
PAY-01877,Credit Card,Paid,ShopeePay,16999000.0
PAY-01878,E-Wallet,Paid,GoPay,35196060.0
PAY-01879,E-Wallet,Paid,BRI,44060000.0
PAY-01880,Bank Transfer,Paid,Mandiri,4695000.0
PAY-01881,E-Wallet,Paid,GoPay,64829080.0
PAY-01882,Bank Transfer,Paid,Mandiri,11037240.0
PAY-01883,QRIS,Paid,OVO,26997000.0
PAY-01884,Credit Card,Pending,BNI,27547130.0
PAY-01885,QRIS,Pending,Visa,8374150.0
PAY-01886,Debit Card,Paid,Mandiri,17520050.0
PAY-01887,Credit Card,Paid,Mastercard,6499000.0
PAY-01888,Cash,Pending,BRI,21598000.0
PAY-01889,E-Wallet,Paid,Mandiri,33238080.0
PAY-01890,Debit Card,Paid,GoPay,16797000.0
PAY-01891,Bank Transfer,Paid,GoPay,29947050.0
PAY-01892,E-Wallet,Paid,BCA,42096000.0
PAY-01893,E-Wallet,Paid,BNI,63996000.0
PAY-01894,Debit Card,Paid,Mastercard,53296000.0
PAY-01895,E-Wallet,Paid,Mastercard,66035080.0
PAY-01896,Debit Card,Paid,OVO,1799000.0
PAY-01897,Debit Card,Paid,Visa,22046050.0
PAY-01898,Debit Card,Paid,GoPay,43497000.0
PAY-01899,E-Wallet,Paid,BCA,3499000.0
PAY-01900,Credit Card,Paid,ShopeePay,65353520.0
PAY-01901,QRIS,Paid,BCA,11438030.0
PAY-01902,Credit Card,Paid,Erajaya POS,4298000.0
PAY-01903,E-Wallet,Paid,OVO,15497000.0
PAY-01904,Credit Card,Paid,Mandiri,1199000.0
PAY-01905,Bank Transfer,Paid,BCA,47520050.0
PAY-01906,Credit Card,Paid,ShopeePay,48895000.0
PAY-01907,Bank Transfer,Paid,ShopeePay,47295150.0
PAY-01908,Debit Card,Paid,Visa,26817090.0
PAY-01909,QRIS,Paid,BCA,20998000.0
PAY-01910,QRIS,Paid,Visa,1551030.0
PAY-01911,QRIS,Paid,BRI,16497000.0
PAY-01912,Credit Card,Paid,OVO,17598000.0
PAY-01913,Credit Card,Paid,Erajaya POS,45675000.0
PAY-01914,QRIS,Paid,BCA,19647050.0
PAY-01915,Debit Card,Paid,Erajaya POS,6782050.0
PAY-01916,Credit Card,Paid,BCA,1619100.0
PAY-01917,Bank Transfer,Paid,BRI,30748050.0
PAY-01918,E-Wallet,Paid,ShopeePay,17163050.0
PAY-01919,Credit Card,Failed,ShopeePay,6157030.0
PAY-01920,QRIS,Paid,OVO,2248000.0
PAY-01921,E-Wallet,Paid,OVO,10999000.0
PAY-01922,Debit Card,Paid,Erajaya POS,23216080.0
PAY-01923,Bank Transfer,Paid,Mastercard,16678120.0
PAY-01924,Cash,Paid,OVO,32322050.0
PAY-01925,QRIS,Paid,Visa,50455290.0
PAY-01926,QRIS,Paid,ShopeePay,10343030.0
PAY-01927,Cash,Paid,Mastercard,19848050.0
PAY-01928,E-Wallet,Paid,BCA,32498000.0
PAY-01929,E-Wallet,Paid,ShopeePay,44497110.0
PAY-01930,E-Wallet,Paid,OVO,20756080.0
PAY-01931,Bank Transfer,Paid,BRI,23830160.0
PAY-01932,Credit Card,Paid,Mandiri,33873050.0
PAY-01933,Debit Card,Paid,Mandiri,37354400.0
PAY-01934,Cash,Paid,Erajaya POS,14137220.0
PAY-01935,QRIS,Paid,ShopeePay,17496000.0
PAY-01936,Bank Transfer,Paid,Mastercard,28748050.0
PAY-01937,QRIS,Paid,OVO,14838130.0
PAY-01938,E-Wallet,Paid,BNI,31278160.0
PAY-01939,Credit Card,Paid,GoPay,22333210.0
PAY-01940,Debit Card,Paid,Erajaya POS,6034080.0
PAY-01941,Credit Card,Paid,BRI,27598000.0
PAY-01942,Credit Card,Paid,BRI,3858100.0
PAY-01943,Debit Card,Paid,BNI,10857160.0
PAY-01944,Credit Card,Paid,GoPay,18296000.0
PAY-01945,Credit Card,Paid,BNI,32096000.0
PAY-01946,Credit Card,Paid,GoPay,5599000.0
PAY-01947,E-Wallet,Paid,BRI,26042330.0
PAY-01948,Debit Card,Refunded,OVO,26548200.0
PAY-01949,Credit Card,Paid,Mandiri,39191230.0
PAY-01950,Credit Card,Paid,BRI,31795000.0
PAY-01951,E-Wallet,Paid,BCA,16498000.0
PAY-01952,QRIS,Paid,BCA,629530.0
PAY-01953,QRIS,Paid,Visa,48095000.0
PAY-01954,Bank Transfer,Paid,Visa,55490030.0
PAY-01955,E-Wallet,Refunded,Erajaya POS,11123050.0
PAY-01956,Debit Card,Paid,Mastercard,15822150.0
PAY-01957,Cash,Paid,BRI,16649100.0
PAY-01958,E-Wallet,Paid,GoPay,23695000.0
PAY-01959,QRIS,Paid,Erajaya POS,8499000.0
PAY-01960,Credit Card,Failed,BRI,5999000.0
PAY-01961,QRIS,Pending,BCA,32798000.0
PAY-01962,Cash,Paid,BRI,27796000.0
PAY-01963,Bank Transfer,Paid,Erajaya POS,19598170.0
PAY-01964,E-Wallet,Paid,OVO,5499000.0
PAY-01965,QRIS,Paid,ShopeePay,5968100.0
PAY-01966,Cash,Paid,Visa,36998000.0
PAY-01967,Credit Card,Paid,ShopeePay,57234140.0
PAY-01968,Debit Card,Failed,BNI,14999000.0
